source,id,title,agencies,publication_date,type,comments_close_on,html_url
FR,2024-20479,Self-Regulatory Organizations; Nasdaq PHLX LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail,Securities and Exchange Commission,2024-09-13,Notice,,https://www.federalregister.gov/documents/2024/09/13/2024-20479/self-regulatory-organizations-nasdaq-phlx-llc-notice-of-filing-and-immediate-effectiveness-of-a
FR,2024-20469,"Self-Regulatory Organizations; Nasdaq GEMX, LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail",Securities and Exchange Commission,2024-09-13,Notice,,https://www.federalregister.gov/documents/2024/09/13/2024-20469/self-regulatory-organizations-nasdaq-gemx-llc-notice-of-filing-and-immediate-effectiveness-of-a
FR,2024-20467,"Self-Regulatory Organizations; Cboe EDGA Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail",Securities and Exchange Commission,2024-09-13,Notice,,https://www.federalregister.gov/documents/2024/09/13/2024-20467/self-regulatory-organizations-cboe-edga-exchange-inc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-20462,"Self-Regulatory Organizations; Cboe C2 Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail",Securities and Exchange Commission,2024-09-13,Notice,,https://www.federalregister.gov/documents/2024/09/13/2024-20462/self-regulatory-organizations-cboe-c2-exchange-inc-notice-of-filing-and-immediate-effectiveness-of-a
FR,2024-20477,Self-Regulatory Organizations; MIAX PEARL LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change to Amend the MIAX Pearl Options Fee Schedule to Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail,Securities and Exchange Commission,2024-09-12,Notice,,https://www.federalregister.gov/documents/2024/09/12/2024-20477/self-regulatory-organizations-miax-pearl-llc-notice-of-filing-and-immediate-effectiveness-of-a
FR,2024-20476,"Self-Regulatory Organizations; Nasdaq ISE, LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail",Securities and Exchange Commission,2024-09-12,Notice,,https://www.federalregister.gov/documents/2024/09/12/2024-20476/self-regulatory-organizations-nasdaq-ise-llc-notice-of-filing-and-immediate-effectiveness-of-a
FR,2024-20475,Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail,Securities and Exchange Commission,2024-09-12,Notice,,https://www.federalregister.gov/documents/2024/09/12/2024-20475/self-regulatory-organizations-the-nasdaq-stock-market-llc-notice-of-filing-and-immediate
FR,2024-20474,"Self-Regulatory Organizations; Nasdaq MRX, LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail",Securities and Exchange Commission,2024-09-12,Notice,,https://www.federalregister.gov/documents/2024/09/12/2024-20474/self-regulatory-organizations-nasdaq-mrx-llc-notice-of-filing-and-immediate-effectiveness-of-a
FR,2024-20473,"Self-Regulatory Organizations; Miami International Securities Exchange, LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail",Securities and Exchange Commission,2024-09-12,Notice,,https://www.federalregister.gov/documents/2024/09/12/2024-20473/self-regulatory-organizations-miami-international-securities-exchange-llc-notice-of-filing-and
FR,2024-20472,Self-Regulatory Organizations; MEMX LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail,Securities and Exchange Commission,2024-09-12,Notice,,https://www.federalregister.gov/documents/2024/09/12/2024-20472/self-regulatory-organizations-memx-llc-notice-of-filing-and-immediate-effectiveness-of-a-proposed
FR,2024-20471,"Self-Regulatory Organizations; Long-Term Stock Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail",Securities and Exchange Commission,2024-09-12,Notice,,https://www.federalregister.gov/documents/2024/09/12/2024-20471/self-regulatory-organizations-long-term-stock-exchange-inc-notice-of-filing-and-immediate
FR,2024-20468,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change to Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail",Securities and Exchange Commission,2024-09-12,Notice,,https://www.federalregister.gov/documents/2024/09/12/2024-20468/self-regulatory-organizations-cboe-edgx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-20461,Self-Regulatory Organizations; BOX Exchange LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail,Securities and Exchange Commission,2024-09-12,Notice,,https://www.federalregister.gov/documents/2024/09/12/2024-20461/self-regulatory-organizations-box-exchange-llc-notice-of-filing-and-immediate-effectiveness-of-a
FR,2024-20478,Self-Regulatory Organizations; MIAX PEARL LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend the MIAX Pearl Equities Fee Schedule To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail,Securities and Exchange Commission,2024-09-11,Notice,,https://www.federalregister.gov/documents/2024/09/11/2024-20478/self-regulatory-organizations-miax-pearl-llc-notice-of-filing-and-immediate-effectiveness-of-a
FR,2024-20470,Self-Regulatory Organizations; Investors Exchange LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail,Securities and Exchange Commission,2024-09-11,Notice,,https://www.federalregister.gov/documents/2024/09/11/2024-20470/self-regulatory-organizations-investors-exchange-llc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-20466,"Self-Regulatory Organizations; Nasdaq BX, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail",Securities and Exchange Commission,2024-09-11,Notice,,https://www.federalregister.gov/documents/2024/09/11/2024-20466/self-regulatory-organizations-nasdaq-bx-inc-notice-of-filing-and-immediate-effectiveness-of-a
FR,2024-20465,"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail",Securities and Exchange Commission,2024-09-11,Notice,,https://www.federalregister.gov/documents/2024/09/11/2024-20465/self-regulatory-organizations-cboe-bzx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-20464,"Self-Regulatory Organizations; Cboe BYX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail",Securities and Exchange Commission,2024-09-11,Notice,,https://www.federalregister.gov/documents/2024/09/11/2024-20464/self-regulatory-organizations-cboe-byx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of
FR,2024-20463,"Self-Regulatory Organizations; Cboe Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Establish Fees for Industry Members Related to Certain Historical Costs of the National Market System Plan Governing the Consolidated Audit Trail",Securities and Exchange Commission,2024-09-11,Notice,,https://www.federalregister.gov/documents/2024/09/11/2024-20463/self-regulatory-organizations-cboe-exchange-inc-notice-of-filing-and-immediate-effectiveness-of-a
FR,2024-19763,Self-Regulatory Organizations; The Depository Trust Company; Notice of Filing and Extension of Review Period of Advance Notice To Host Certain Core Clearance and Settlement Systems in a Public Cloud,Securities and Exchange Commission,2024-09-04,Notice,,https://www.federalregister.gov/documents/2024/09/04/2024-19763/self-regulatory-organizations-the-depository-trust-company-notice-of-filing-and-extension-of-review
FR,2024-19762,Self-Regulatory Organizations; Fixed Income Clearing Corporation; Notice of Filing and Extension of Review Period of Advance Notice To Host Certain Core Clearance and Settlement Systems in a Public Cloud,Securities and Exchange Commission,2024-09-04,Notice,,https://www.federalregister.gov/documents/2024/09/04/2024-19762/self-regulatory-organizations-fixed-income-clearing-corporation-notice-of-filing-and-extension-of
FR,2024-19761,Self-Regulatory Organizations; National Securities Clearing Corporation; Notice of Filing and Extension of Review Period of Advance Notice To Host Certain Core Clearance and Settlement Systems in a Public Cloud,Securities and Exchange Commission,2024-09-04,Notice,,https://www.federalregister.gov/documents/2024/09/04/2024-19761/self-regulatory-organizations-national-securities-clearing-corporation-notice-of-filing-and
FR,2024-19468,HISA Proposed 2025 Budget,Federal Trade Commission,2024-08-29,Notice,,https://www.federalregister.gov/documents/2024/08/29/2024-19468/hisa-proposed-2025-budget
FR,2024-18937,Federal Secure Cloud Advisory Committee Notification of Upcoming Meeting,General Services Administration,2024-08-23,Notice,,https://www.federalregister.gov/documents/2024/08/23/2024-18937/federal-secure-cloud-advisory-committee-notification-of-upcoming-meeting
FR,2024-17109,Proposed Collection; Comment Request,"Defense Department, ",2024-08-02,Notice,,https://www.federalregister.gov/documents/2024/08/02/2024-17109/proposed-collection-comment-request
FR,2024-15596,Notice of a Federal Advisory Committee Call for Nominations,General Services Administration,2024-07-16,Notice,,https://www.federalregister.gov/documents/2024/07/16/2024-15596/notice-of-a-federal-advisory-committee-call-for-nominations
